name;year;mileage;engine_power_kW;engine_power_hp;fuel;consumption;ecology;gearbox;price;currency;capacity;other;engine_size;nr_of_accidents;color_exterior;color_interior
2013 Mercedes-Benz E-CLASS 2.1 E220 CDI AMG SPORT 4d 168 BHP Auto Saloon Diesel;2013;48,000 miles;;;Diesel;;;;12000.0;GBP;;['Seller typeTrade'];2,143 cc;;;
2019 Honda NSX NSX 3.5h V6 E-DCT AWD Auto Coupe PETROL/ELECTRIC Automatic;2019;4,000 miles;;;Petrol;;;;112990.0;GBP;;['Seller typeTrade'];3,493 cc;;;
2012 Mercedes-Benz E-CLASS 2.1 E220 CDI BLUEEFFICIENCY EXECUTIVE SE 4d 170 BHP S;2012;61,000 miles;;;Diesel;;;;8500.0;GBP;;['Seller typeTrade'];2,143 cc;;;
2017 Mazda 3 2.0 Sport Nav Automatic Petrol Hatchback;2017;11,597 miles;;;Petrol;;;;14000.0;GBP;;['Seller typeTrade'];2,000 cc;;;
2017 Mercedes-Benz E Class E 220 D AMG LINE Auto Estate Diesel Automatic;2017;31,605 miles;;;Diesel;;;;20175.0;GBP;;['Seller typeTrade'];1,950 cc;;;
2015 BMW 2 Series BMW 2 series M235i Auto Coupe Petrol Automatic;2015;50,000 miles;;;Petrol;;;;18990.0;GBP;;['Seller typeTrade'];2,997 cc;;;
2006 Porsche Cayenne 4.5 TURBO S 5d 520 BHP Auto Estate Petrol Automatic;2006;85,000 miles;;;Petrol;;;;9975.0;GBP;;['Seller typeTrade'];4,511 cc;;;
2009 Ford Kuga 2.0 TDCi Titanium 5dr 4x4 - 77,000 miles ESTATE Diesel Manual;2009;77,000 miles;;;Diesel;;;;5995.0;GBP;;['Seller typeTrade'];1,997 cc;;;
2015 BMW 4 Series 2.0 420I M SPORT 2d 181 BHP Coupe Petrol Manual;2015;32,303 miles;;;Petrol;;;;16495.0;GBP;;['Seller typeTrade'];1,997 cc;;;
2014 Vauxhall Zafira 1.7 EXCLUSIV CDTI ECOFLEX 5d 108 BHP MPV Diesel Manual;2014;81,879 miles;;;Diesel;;;;4495.0;GBP;;['Seller typeTrade'];1,686 cc;;;
2008 Land Rover Discovery 2.7 3 TDV6 HSE 5d 188 BHP Auto Estate Diesel Automatic;2008;111,049 miles;;;Diesel;;;;7995.0;GBP;;['Seller typeTrade'];2,720 cc;;;
2012 12 PEUGEOT 3008 1.6 ALLURE E-HDI FAP 5D 112 BHP DIESEL;2012;59,928 miles;;;Diesel;;;;5700.0;GBP;;['Seller typeTrade'];1,560 cc;;;
Volkswagen Golf GTI;2014;44,000 miles;;;Petrol;;;;12890.0;GBP;;['Seller typeTrade'];1,984 cc;;;
2016 DS DS 3 1.2 PURETECH ELEGANCE S/S 3d 109 BHP Hatchback Petrol Manual;2016;13,771 miles;;;Petrol;;;;8495.0;GBP;;['Seller typeTrade'];1,200 cc;;;
BMW X3 XDRIVE20D SE;2012;102,000 miles;;;Diesel;;;;6930.0;GBP;;['Seller typeTrade'];1,995 cc;;;
2018 Nissan Juke 1.5 dCi N-Connecta 5-Door Hatchback Hatchback Diesel Manual;2018;11,619 miles;;;Diesel;;;;11257.0;GBP;;['Seller typeTrade'];1,461 cc;;;
2013 Kia Sorento 2.2 CRDI KX-2 5d 194 BHP Estate Diesel Manual;2013;51,114 miles;;;Diesel;;;;11500.0;GBP;;['Seller typeTrade'];2,199 cc;;;
2017 Ford Fiesta 1.6 ST-2 3d 180 BHP Hatchback Petrol Manual;2017;30,000 miles;;;Petrol;;;;10990.0;GBP;;['Seller typeTrade'];1,596 cc;;;
2008 Ford Focus 1.6L STYLE 5d 100 BHP Hatchback Petrol Manual;2008;72,000 miles;;;Petrol;;;;2500.0;GBP;;['Seller typeTrade'];1,596 cc;;;
2015 Mazda 6 SE-L Nav 2.2d Tourer Estate Diesel Manual;2015;88,200 miles;;;Diesel;;;;7295.0;GBP;;['Seller typeTrade'];2,191 cc;;;
2010 Kia Ceed 1.6 CRDi 3 5dr ESTATE Diesel Manual;2010;88,500 miles;;;Diesel;;;;1995.0;GBP;;['Seller typeTrade'];1,582 cc;;;
LATE 2007 NISSAN QASHQAI 2.0 2WD CVT VISIA 5 DOOR AUTOMATIC BLUE PX SWAP SWOP;2007;110,000 miles;;;Petrol;;;;3250.0;GBP;;['Seller typeTrade'];1,997 cc;;;
2018 Ford Fiesta 1.0 EcoBoost Zetec 5dr Manual Petrol Hatchback;2018;5,940 miles;;;Petrol;;;;12495.0;GBP;;['Seller typeTrade'];1,000 cc;;;
2018 Ford KA Plus 1.2 85 Zetec 5dr Manual Petrol Hatchback;2018;12,514 miles;;;Petrol;;;;8500.0;GBP;;['Seller typeTrade'];1,200 cc;;;
2017 Ford Kuga 1.5 EcoBoost 182 Zetec Automatic Petrol Estate;2017;22,629 miles;;;Petrol;;;;15000.0;GBP;;['Seller typeTrade'];1,500 cc;;;
2018 Aston Martin DB11 V8 2dr Touchtronic Automatic Petrol Coupe;2017;12,150 miles;;;Petrol;;;;95900.0;GBP;;['Seller typeTrade'];4,000 cc;;;
2019 Jaguar E-PACE 2.0d (180) R-Dynamic S 5dr Automatic Diesel Estate;2020;1,950 miles;;;Diesel;;;;40000.0;GBP;;['Seller typeTrade'];0 cc;;;
2017 Ford Mustang 5.0 V8 GT 2dr Automatic Petrol Coupe;2017;20,000 miles;;;Petrol;;;;30000.0;GBP;;['Seller typeTrade'];5,000 cc;;;
2015 65 VAUXHALL CORSA 1.4 LIMITED EDITION 3D 89 BHP;2015;22,750 miles;;;Petrol;;;;7050.0;GBP;;['Seller typeTrade'];1,398 cc;;;
2018 Dacia Sandero 1.0 SCe Ambiance 5dr Hatchback Petrol Manual;2018;22,672 miles;;;Petrol;;;;6250.0;GBP;;['Seller typeTrade'];998 cc;;;
2014 Land Rover Range Rover 3.0 TDV6 AUTOBIOGRAPHY 5d 258 BHP All Terrain Diesel;2014;62,000 miles;;;Diesel;;;;34750.0;GBP;;['Seller typeTrade'];2,993 cc;;;
2014 LAND ROVER DISCOVERY 4 3.0SDV6 255 XS AUTO...FULL HISTORY;2014;99,000 miles;;;Diesel;;;;16995.0;GBP;;['Seller typeTrade'];2,993 cc;;;
Ford Galaxy 2.0TDCi ( 138bhp ) 2010.5MY Zetec 3 owner 82781 miles 7 seater;2010;82,781 miles;;;Diesel;;;;4995.0;GBP;;['Seller typeTrade'];1,997 cc;;;
2017 FORD FOCUS ZETEC EDITION HATCHBACK PETROL;2017;21,693 miles;;;Petrol;;;;10799.0;GBP;;['Seller typeTrade'];999 cc;;;
2020 Ford Fiesta 1.0T ECOBOOST ST-LINE X (S/S) 5DR | FROM 6.9% APR AVAILABLE O;2020;8,786 miles;;;Petrol;;;;16349.0;GBP;;['Seller typeTrade'];1,000 cc;;;
2018 Renault Kadjar 1.5 dCi Dynamique Nav 5dr Hatchback Diesel Manual;2018;42,000 miles;;;Diesel;;;;11500.0;GBP;;['Seller typeTrade'];1,461 cc;;;
2017 Renault Zoe ZOE DYN NAV QUICK CHRG ZE Auto Hatchback Electric Automatic;2017;23,445 miles;;;Electric;;;;12250.0;GBP;;['Seller typeTrade'];1 cc;;;
Mercedes B220 4MATIC AMG LINE PREMIUM PLUS - PANORAMIC ROOF;2019;3,000 miles;;;Petrol;;;;28490.0;GBP;;['Seller typeTrade'];1,991 cc;;;
2010 Ford KA 1.2 Edge 3dr HATCHBACK Petrol Manual;2010;50,000 miles;;;Petrol;;;;2990.0;GBP;;['Seller typeTrade'];1,242 cc;;;
BMW Z3 1.9 140bhp 2DR MANUAL CONVERTIBLE ROADSTER WARRANTIED LOW MILEAGE FSH;1998;56,500 miles;;;Petrol;;;;3950.0;GBP;;['Seller typeTrade'];1,895 cc;;;
2018 Renault Kadjar 1.5 Blue dCi S Edition 5dr Hatchback Diesel Manual;2018;6,609 miles;;;Diesel;;;;18995.0;GBP;;['Seller typeTrade'];1,461 cc;;;
2019 Ford TOURNEO COURIER 1.0 EcoBoost Zetec EU6 5dr MPV Petrol Manual;2019;8,000 miles;;;Petrol;;;;11950.0;GBP;;['Seller typeTrade'];999 cc;;;
2011 Volkswagen Touran 2.0 TDI Sport DSG 5dr (7 Seats) Auto MPV Diesel Automatic;2011;57,000 miles;;;Diesel;;;;7950.0;GBP;;['Seller typeTrade'];1,968 cc;;;
2014 Ford B-MAX 1.6 TITANIUM 5d 104 BHP Auto MPV Petrol Automatic;2014;23,400 miles;;;Petrol;;;;7495.0;GBP;;['Seller typeTrade'];1,596 cc;;;
12 MONTHS WARRANTY AND BREAKDOWN COVER **CAT S FULLY REPAIRED;2017;24,751 miles;;;Petrol;;;;6499.0;GBP;;['Seller typeTrade'];998 cc;;;
2019 Peugeot 2008;2019;1,395 miles;;;Petrol;;;;12495.0;GBP;;['Seller typeTrade'];1,199 cc;;;
Jaguar XF 3.0 V6 auto 2010 Luxury;2010;52,000 miles;;;Petrol;;;;7995.0;GBP;;['Seller typeTrade'];2,968 cc;;;
Volvo C30 2.0 D R-Design Stunning Low Mileage R-Design with Full Service History;2010;63,943 miles;;;Diesel;;;;4997.0;GBP;;['Seller typeTrade'];1,997 cc;;;
2017 Vauxhall Corsa;2017;9,625 miles;;;Petrol;;;;9716.0;GBP;;['Seller typeTrade'];1,398 cc;;;
2008 Fiat Panda 1.2 Dynamic 5dr;2008;47,000 miles;;;Petrol;;;;1995.0;GBP;;['Seller typeTrade'];1,242 cc;;;
2017 Peugeot 3008 SUV;2017;11,214 miles;;;Diesel;;;;22795.0;GBP;;['Seller typeTrade'];1,997 cc;;;
2018 Land Rover Range Rover Sport 3.0 SD V6 HSE Dynamic Auto 4WD (s/s) 5dr;2018;14,300 miles;;;Diesel;;;;53995.0;GBP;;['Seller typeTrade'];2,993 cc;;;
2015 Ford Kuga 2.0 TITANIUM X SPORT TDCI 5d 177 BHP Hatchback Diesel Manual;2015;61,411 miles;;;Diesel;;;;11995.0;GBP;;['Seller typeTrade'];1,997 cc;;;
2018 Peugeot 3008 SUV;2018;20,082 miles;;;Diesel;;;;23995.0;GBP;;['Seller typeTrade'];1,997 cc;;;
2017 Suzuki Vitara;2017;33,320 miles;;;Petrol;;;;9595.0;GBP;;['Seller typeTrade'];1,586 cc;;;
2018 Peugeot 3008 SUV;2018;20,082 miles;;;Diesel;;;;23995.0;GBP;;['Seller typeTrade'];1,997 cc;;;
2017 Suzuki Vitara;2017;33,320 miles;;;Petrol;;;;9595.0;GBP;;['Seller typeTrade'];1,586 cc;;;
2018 Vauxhall Crossland X;2018;13,000 miles;;;Petrol;;;;13000.0;GBP;;['Seller typeTrade'];1,199 cc;;;
2019 Vauxhall Mokka X;2019;9,105 miles;;;Petrol;;;;14000.0;GBP;;['Seller typeTrade'];1,364 cc;;;
2019 Peugeot 308 SW;2019;9,674 miles;;;Diesel;;;;13999.0;GBP;;['Seller typeTrade'];1,499 cc;;;
2018 Citroen C1;2018;22,987 miles;;;Petrol;;;;7195.0;GBP;;['Seller typeTrade'];1,199 cc;;;
2017 Peugeot 3008 SUV;2017;13,994 miles;;;Diesel;;;;21895.0;GBP;;['Seller typeTrade'];1,997 cc;;;
2019 Citroen C1;2019;13,769 miles;;;Petrol;;;;8995.0;GBP;;['Seller typeTrade'];998 cc;;;
Volkswagen Golf R32 black manual 3 door 2006;2006;87,500 miles;;;Petrol;;;;7500.0;GBP;;[];3,189 cc;;;
2020 Citroen C4 Cactus;2020;1,000 miles;;;Diesel;;;;16500.0;GBP;;['Seller typeTrade'];1,499 cc;;;
FORD ESCORT 100E ESTATE - SUPER RARE + STUNNING CONDITION THROUGHOUT - PX;1961;41,000 miles;;;Petrol;;;;15995.0;GBP;;['Seller typeTrade'];1,172 cc;;;
2017 Peugeot 108;2017;7,674 miles;;;Petrol;;;;7144.0;GBP;;['Seller typeTrade'];1,199 cc;;;
2017 Peugeot 2008;2017;16,540 miles;;;Petrol;;;;8990.0;GBP;;['Seller typeTrade'];1,199 cc;;;
2017 Peugeot 208;2017;11,726 miles;;;Petrol;;;;9990.0;GBP;;['Seller typeTrade'];1,199 cc;;;
2019 DS Automobiles DS 7 CROSSBACK;2019;12,463 miles;;;Diesel;;;;28000.0;GBP;;['Seller typeTrade'];1,997 cc;;;
2019 Peugeot 3008 SUV;2019;8,132 miles;;;Diesel;;;;20995.0;GBP;;['Seller typeTrade'];1,499 cc;;;
2019 Peugeot 508;2019;3,214 miles;;;Petrol;;;;21995.0;GBP;;['Seller typeTrade'];1,598 cc;;;
2019 Peugeot 3008 SUV;2019;3,397 miles;;;Petrol;;;;24399.0;GBP;;['Seller typeTrade'];1,199 cc;;;
2016 AUDI S3 2.0 S3 SPORTBACK QUATTRO 370 BHP;2016;32,358 miles;;;Petrol;;;;22925.0;GBP;;['Seller typeTrade'];1,984 cc;;;
2017 Audi A6 Saloon 2.0 TDI ultra SE Executive S Tronic (s/s) 4dr;2017;27,897 miles;;;Diesel;;;;15490.0;GBP;;['Seller typeTrade'];1,968 cc;;;
2015 Ford Focus 1.5 TDCi Zetec Powershift (s/s) 5dr;2015;63,860 miles;;;Diesel;;;;7995.0;GBP;;['Seller typeTrade'];1,498 cc;;;
2016 66 VAUXHALL CORSA ENERGY ECOFLEX HEATED SEATS & STEERING WHEEL SVC HISTORY;2016;23,250 miles;;;Petrol;;;;6795.0;GBP;;['Seller typeTrade'];1,398 cc;;;
2016 Volkswagen Golf 1.6 TDI 110 Match Edition TURBO DIESEL ESTATE Estate Diesel;2016;108,000 miles;;;Diesel;;;;6995.0;GBP;;['Seller typeTrade'];1,598 cc;;;
2013 63 RENAULT CAPTUR 1.5 EXPRESSIONPLUS CONVENIENCE ENERGYTCE S/S 5D 90 BHP DI;2013;74,994 miles;;;Diesel;;;;5670.0;GBP;;['Seller typeTrade'];1,461 cc;;;
2019 Toyota Prius Plus 1.8 VVTi Excel TSS 5dr CVT Auto PETROL/ELECTRIC brown CVT;2019;4,330 miles;;;Petrol;;;;25990.0;GBP;;['Seller typeTrade'];1,798 cc;;;
56 3 door Freelander 2 litre Diesel Auto&quot;2006;63,800 miles;;;Diesel;;;;2400.0;GBP;;[];1,951 cc;;;
Chevrolet Traverse LT with 1LT AWD;2012;126877 miles;;;;;;;8499,00;USD;;;;0.0;gold ; black 
Acura RDX AWD;2010;109056 miles;;;;;;;7700,00;USD;;;;3.0;black ; beige 
Mazda Mazda3 Touring 5-Door Automatic;2018;19530 miles;;;;;;;19788,00;USD;;;;0.0;gray ; black 
Chrysler Town & Country Touring;2014;177152 miles;;;;;;;18495,00;USD;;;;0.0;red ; black 
Lexus GX GX 460;2013;40424 miles;;;;;;;29919,00;USD;;;;0.0;gold ; brown 
Land Rover Range Rover Velar P250;2019;21609 miles;;;;;;;42998,00;USD;;;;0.0;white ; unknown 
"Mercedes-Benz Metris Passenger Van Standard Roof 126"" Wheelbase Worker";2019;23282 miles;;;;;;;23998,00;USD;;;;0.0;black ; black 
"Ram 1500 Limited Crew Cab 5'7"" Box 4WD";2019;26992 miles;;;;;;;49999,00;USD;;;;0.0;white ; black 
Jeep Wrangler Unlimited Sahara (JK);2018;48374 miles;;;;;;;36898,00;USD;;;;0.0;silver ; black 
Nissan Altima SL FWD;2019;40995 miles;;;;;;;18498,00;USD;;;;0.0;black ; black 
Kia Optima LX Automatic;2020;22519 miles;;;;;;;15500,00;USD;;;;0.0;white ; black 
Toyota Corolla LE CVT;2020;27078 miles;;;;;;;16497,00;USD;;;;0.0;white ; unknown 
Dodge Grand Caravan SXT;2019;47064 miles;;;;;;;15991,00;USD;;;;0.0;white ; black 
Toyota Camry LE Automatic;2019;31506 miles;;;;;;;16486,00;USD;;;;0.0;white ; black 
Ford Focus SE Hatchback;2014;113892 miles;;;;;;;5785,00;USD;;;;0.0;white ; unknown 
Dodge Grand Caravan SXT;2019;38878 miles;;;;;;;14447,00;USD;;;;0.0;silver ; black 
Nissan Rogue SV FWD;2019;174 miles;;;;;;;18490,00;USD;;;;0.0;white ; black 
Chevrolet Malibu LT with 1LT;2019;2665 miles;;;;;;;15977,00;USD;;;;0.0;white ; black 
Ford Fusion SEL FWD;2019;17837 miles;;;;;;;17695,00;USD;;;;0.0;white ; unknown 
Kia Soul + Automatic;2019;32354 miles;;;;;;;11400,00;USD;;;;0.0;red ; black 
Honda Civic LX Sedan Automatic;2012;138989 miles;;;;;;;4900,00;USD;;;;1.0;silver ; gray 
Nissan Rogue SV FWD;2019;8847 miles;;;;;;;17995,00;USD;;;;0.0;gray ; black 
Dodge Grand Caravan SXT;2019;33246 miles;;;;;;;17450,00;USD;;;;0.0;black ; black 
Ford Fusion Hybrid SE FWD;2019;26904 miles;;;;;;;15590,00;USD;;;;0.0;black ; beige 
Kia Soul + Automatic;2019;27554 miles;;;;;;;12990,00;USD;;;;0.0;silver ; black 
Dodge Journey GT AWD;2019;26347 miles;;;;;;;20999,00;USD;;;;0.0;black ; black 
Nissan Sentra SV CVT;2019;26830 miles;;;;;;;13097,00;USD;;;;0.0;white ; black 
Nissan Versa SV Sedan CVT;2019;26502 miles;;;;;;;7991,00;USD;;;;0.0;black ; black 
Kia Soul + Automatic;2019;22000 miles;;;;;;;12198,00;USD;;;;0.0;red ; black 
Toyota Highlander XLE V6 AWD;2017;25154 miles;;;;;;;23995,00;USD;;;;0.0;black ; beige 
Ford Fusion Hybrid SE FWD;2019;29476 miles;;;;;;;15999,00;USD;;;;0.0;black ; black 
Nissan Altima SL FWD;2019;27720 miles;;;;;;;17500,00;USD;;;;0.0;gray ; black 
Ford Fusion Hybrid SE FWD;2019;26354 miles;;;;;;;15333,00;USD;;;;0.0;red ; black 
Honda Civic LX Sedan CVT;2017;37068 miles;;;;;;;14455,00;USD;;;;0.0;black ; beige 
Ford Fusion Hybrid SE FWD;2019;37132 miles;;;;;;;14995,00;USD;;;;0.0;white ; unknown 
Honda Accord Hybrid Touring Sedan;2017;129781 miles;;;;;;;13305,00;USD;;;;2.0;black ; black 
Dodge Grand Caravan SXT;2019;31510 miles;;;;;;;15984,00;USD;;;;0.0;gray ; black 
Kia Soul + Automatic;2019;35689 miles;;;;;;;11688,00;USD;;;;0.0;white ; black 
Nissan Rogue SV FWD;2019;17906 miles;;;;;;;18070,00;USD;;;;0.0;black ; black 
Chevrolet Express Passenger 3500 LT LWB;2019;23130 miles;;;;;;;22595,00;USD;;;;0.0;white ; gray 
Kia Soul + Automatic;2019;46991 miles;;;;;;;14000,00;USD;;;;0.0;white ; black 
Toyota Corolla LE CVT;2020;18223 miles;;;;;;;14300,00;USD;;;;1.0;white ; gray 
Dodge Grand Caravan SXT;2019;38079 miles;;;;;;;15900,00;USD;;;;0.0;black ; black 
Nissan Versa SV Sedan CVT;2019;26502 miles;;;;;;;7991,00;USD;;;;0.0;black ; black 
Dodge Grand Caravan SXT;2019;31304 miles;;;;;;;17995,00;USD;;;;0.0;white ; black 
Nissan Altima 2.5 S;2015;60384 miles;;;;;;;8259,00;USD;;;;2.0;gray ; black 
Chevrolet Express Passenger 3500 LT LWB;2019;26865 miles;;;;;;;22695,00;USD;;;;0.0;white ; gray 
Nissan Rogue SV FWD;2019;23388 miles;;;;;;;17697,00;USD;;;;0.0;white ; black 
Dodge Challenger R/T RWD;2019;22070 miles;;;;;;;24679,00;USD;;;;1.0;black ; black 
Chevrolet Malibu LT;2020;5801 miles;;;;;;;18988,00;USD;;;;0.0;gray ; black 
Kia Optima LX Automatic;2020;15464 miles;;;;;;;14990,00;USD;;;;0.0;gray ; black 
Dodge Grand Caravan SXT;2019;45034 miles;;;;;;;15541,00;USD;;;;0.0;black ; black 
Toyota Camry LE Automatic;2019;31506 miles;;;;;;;16486,00;USD;;;;0.0;white ; black 
Chevrolet Express Passenger 3500 LT LWB;2019;27768 miles;;;;;;;22790,00;USD;;;;0.0;white ; gray 
Dodge Grand Caravan SXT;2019;42607 miles;;;;;;;17014,00;USD;;;;0.0;gray ; black 
Chrysler 300 Limited RWD;2019;18805 miles;;;;;;;21988,00;USD;;;;0.0;black ; black 
Kia Optima LX;2019;24707 miles;;;;;;;14800,00;USD;;;;0.0;black ; black 
Dodge Grand Caravan SXT;2019;28796 miles;;;;;;;18197,00;USD;;;;0.0;white ; black 
Dodge Grand Caravan SXT;2019;34088 miles;;;;;;;14991,00;USD;;;;0.0;black ; black 
Nissan Rogue SV FWD;2019;35060 miles;;;;;;;16495,00;USD;;;;0.0;black ; black 
Hyundai Elantra SEL 2.0L Automatic;2019;37206 miles;;;;;;;10875,00;USD;;;;1.0;black ; gray 
Dodge Grand Caravan SXT;2019;21033 miles;;;;;;;18495,00;USD;;;;0.0;red ; black 
Dodge Grand Caravan SXT;2019;40882 miles;;;;;;;14557,00;USD;;;;0.0;silver ; black 
Dodge Grand Caravan SXT;2019;32658 miles;;;;;;;17000,00;USD;;;;0.0;red ; black 
Nissan Sentra SV CVT;2017;44909 miles;;;;;;;10999,00;USD;;;;0.0;black ; black 
Toyota 4Runner SR5 4WD;2019;29678 miles;;;;;;;29500,00;USD;;;;0.0;silver ; black 
Hyundai Elantra SEL 2.0L Automatic;2019;28290 miles;;;;;;;12989,00;USD;;;;0.0;white ; beige 
Hyundai Elantra SEL 2.0L Automatic;2019;41477 miles;;;;;;;14327,00;USD;;;;1.0;black ; gray 
Hyundai Elantra GT Hatchback Automatic;2017;56289 miles;;;;;;;9250,00;USD;;;;0.0;silver ; black 
Nissan Sentra SV CVT;2019;31624 miles;;;;;;;13000,00;USD;;;;0.0;white ; black 
Honda Accord LX Sedan CVT;2017;38375 miles;;;;;;;14995,00;USD;;;;1.0;gray ; black 
Toyota Corolla LE CVT;2020;6302 miles;;;;;;;15977,00;USD;;;;0.0;gray ; gray 
Nissan Sentra SV CVT;2017;44909 miles;;;;;;;10999,00;USD;;;;0.0;black ; black 
Nissan Rogue SV FWD;2019;37627 miles;;;;;;;16697,00;USD;;;;0.0;silver ; black 
Toyota Camry LE Automatic;2019;27738 miles;;;;;;;15898,00;USD;;;;0.0;white ; black 
Nissan Sentra SV CVT;2019;22420 miles;;;;;;;12995,00;USD;;;;0.0;gray ; black 
Dodge Grand Caravan SXT;2019;34745 miles;;;;;;;15600,00;USD;;;;0.0;black ; black 
Kia Soul + Automatic;2019;34626 miles;;;;;;;11999,00;USD;;;;0.0;gray ; black 
Nissan Sentra SV CVT;2019;38195 miles;;;;;;;11445,00;USD;;;;0.0;white ; black 
Volkswagen Passat 2.0T Wolfsburg Edition;2019;37859 miles;;;;;;;13497,00;USD;;;;0.0;silver ; black 
Kia Soul + Automatic;2019;16836 miles;;;;;;;12591,00;USD;;;;0.0;white ; black 
Lexus ES ES 350;2008;164187 miles;;;;;;;6064,00;USD;;;;0.0;black ; beige 
Toyota Corolla L CVT;2017;64968 miles;;;;;;;9900,00;USD;;;;0.0;black ; gray 
Kia Forte LX Sedan Automatic;2018;61563 miles;;;;;;;9285,00;USD;;;;1.0;white ; black 
Hyundai Elantra GLS Sedan Automatic;2013;79672 miles;;;;;;;6999,00;USD;;;;1.0;silver ; gray 
Dodge Grand Caravan SXT;2019;51381 miles;;;;;;;16469,00;USD;;;;0.0;white ; black 
Ford Fusion Hybrid SE FWD;2019;24635 miles;;;;;;;15391,00;USD;;;;0.0;silver ; gray 
Chevrolet Express Passenger 3500 LT LWB;2019;23130 miles;;;;;;;22595,00;USD;;;;0.0;white ; gray 
Toyota Camry LE Automatic;2019;29085 miles;;;;;;;16400,00;USD;;;;0.0;black ; unknown 
Hyundai Elantra GT Hatchback Automatic;2017;56289 miles;;;;;;;9250,00;USD;;;;0.0;silver ; black 
Dodge Grand Caravan SXT;2019;41260 miles;;;;;;;16482,00;USD;;;;0.0;black ; black 
Ford Fusion Hybrid SE FWD;2019;31239 miles;;;;;;;16784,00;USD;;;;1.0;white ; black 
Honda Civic Si Sedan Manual;2017;38724 miles;;;;;;;16995,00;USD;;;;0.0;gray ; black 
Dodge Grand Caravan SXT;2019;34099 miles;;;;;;;16795,00;USD;;;;0.0;silver ; black 
Ford Fusion SE FWD;2019;96 miles;;;;;;;17290,00;USD;;;;0.0;black ; black 
Kia Optima LX;2019;24707 miles;;;;;;;14800,00;USD;;;;0.0;black ; black 
Ford Focus SE Sedan;2014;90846 miles;;;;;;;6499,00;USD;;;;0.0;white ; beige 
"Ram 1500 Big Horn/Lone Star Crew Cab 5'7"" Box 2WD";2019;1044 miles;;;;;;;24500,00;USD;;;;0.0;silver ; black 
Nissan Sentra SV CVT;2019;25202 miles;;;;;;;11995,00;USD;;;;0.0;gray ; black 
Volkswagen Passat V6 SEL Premium DSG;2017;52563 miles;;;;;;;15998,00;USD;;;;0.0;silver ; gray 
Dodge Grand Caravan  ;2019;32457 miles;;;;;;;18885,00;USD;;;;0.0;blue ; black 
Mercedes-Benz GLC GLC 43 AMG 4MATIC SUV;2017;52770 miles;;;;;;;36885,00;USD;;;;0.0;silver ; beige 
Nissan Altima 2.5 SL;2017;24020 miles;;;;;;;17448,00;USD;;;;0.0;white ; black 
Kia Optima LX 2.4L Automatic;2012;111596 miles;;;;;;;7771,00;USD;;;;0.0;silver ; beige 
Jeep Wrangler Unlimited Sport S;2020;6 miles;;;;;;;37888,00;USD;;;;0.0;red ; black 
"Ram 1500 Rebel Quad Cab 6'4"" Box 4WD";2019;29569 miles;;;;;;;37488,00;USD;;;;0.0;silver ; black 
Honda Insight LX;2013;79865 miles;;;;;;;7985,00;USD;;;;0.0;unknown ; unknown 
Jeep Wrangler Unlimited Sport;2015;139144 miles;;;;;;;28050,00;USD;;;;0.0;silver ; black 
Toyota 4Runner SR5 V6 RWD;2009;221767 miles;;;;;;;7900,00;USD;;;;1.0;gray ; black 
Jeep Cherokee Limited 4WD;2019;11327 miles;;;;;;;26895,00;USD;;;;0.0;white ; black 
Kia Sedona EX;2020;7400 miles;;;;;;;28652,00;USD;;;;0.0;gray ; gray 
Ford Fusion SEL FWD;2019;32867 miles;;;;;;;16490,00;USD;;;;0.0;gold ; gray 
Dodge Grand Caravan  ;2019;36567 miles;;;;;;;18499,00;USD;;;;0.0;white ; black 
Ford Fusion SE FWD;2016;65734 miles;;;;;;;11249,00;USD;;;;0.0;blue ; unknown 
Nissan Sentra SV CVT;2016;48067 miles;;;;;;;10989,00;USD;;;;0.0;white ; black 
Honda Accord EX-L 1.5T CVT;2018;26211 miles;;;;;;;21695,00;USD;;;;0.0;silver ; black 
Toyota Highlander XLE V6 FWD;2018;10895 miles;;;;;;;29995,00;USD;;;;0.0;gray ; unknown 
Ford Focus SE Hatchback;2017;28164 miles;;;;;;;13595,00;USD;;;;0.0;red ; black 
Toyota Highlander XLE V6 AWD;2017;31736 miles;;;;;;;31293,00;USD;;;;0.0;brown ; black 
Ford Mustang EcoBoost Fastback;2017;49416 miles;;;;;;;20995,00;USD;;;;0.0;red ; black 
Honda Civic EX Hatchback CVT;2018;31749 miles;;;;;;;22999,00;USD;;;;0.0;silver ; black 
Mercedes-Benz GLS GLS 550 4MATIC;2017;38828 miles;;;;;;;51995,00;USD;;;;0.0;white ; beige 
Lexus LS LS 460 RWD;2017;15244 miles;;;;;;;46995,00;USD;;;;0.0;black ; gray 
Nissan Rogue S FWD;2011;133263 miles;;;;;;;6499,00;USD;;;;0.0;gray ; black 
Nissan Altima 2.5 SR;2018;29119 miles;;;;;;;16099,00;USD;;;;1.0;black ; black 
Honda Civic LX Sedan CVT;2018;39589 miles;;;;;;;15799,00;USD;;;;0.0;black ; black 
Kia Soul Base Automatic;2016;41889 miles;;;;;;;9299,00;USD;;;;0.0;black ; black 
Toyota Corolla LE CVT;2020;13233 miles;;;;;;;15500,00;USD;;;;0.0;unknown ; unknown 
Nissan Altima 2.5 S;2015;60384 miles;;;;;;;8259,00;USD;;;;2.0;gray ; black 
Kia Sportage LX FWD;2017;139210 miles;;;;;;;8950,00;USD;;;;1.0;blue ; black 
